rank	taxon	precision	recall	sum_prec_rec	#predictions
species	Roseomonas vinacea	1.0	0.0	1.0	1/11
species	Rhizobium sp. DCP1	NA	0.0	0.0	0/11
species	Prosthecobacter debontii	0.906666666667	0.0	0.906666666667	6/11
species	uncultured Herbaspirillum sp.	1.0	0.0	1.0	1/11
species	Chitinophaga skermanii	1.0	0.0	1.0	1/11
species	Pedobacter cryoconitis	NA	0.0	0.0	0/11
species	Desulfopila aestuarii	1.0	0.0	1.0	6/11
species	Dyadobacter crusticola	0.913333333333	0.487777777778	1.40111111111	9/11
species	Bacillus sp. M5-3	NA	0.0	0.0	0/11
species	Mucilaginibacter oryzae	1.0	0.495	1.495	2/11
species	Arcicella aurantiaca	1.0	0.0	1.0	1/11
species	uncultured Pseudomonas sp.	0.0	0.0	0.0	5/11
species	Sphingobacterium multivorum	0.976	0.0	0.976	5/11
species	Prosthecobacter fusiformis	1.0	0.0	1.0	1/11
species	Anaerovibrio lipolyticus	0.998888888889	0.454444444444	1.45333333333	9/11
species	Prauserella flava	NA	0.0	0.0	0/11
species	Prauserella salsuginis	NA	0.0	0.0	0/11
species	Prauserella aidingensis	NA	0.0	0.0	0/11
species	Prauserella alba	0.098	0.0	0.098	5/11
species	Desulfitobacterium chlororespirans	1.0	0.0	1.0	5/11
species	Desulfosporosinus lacus	NA	0.0	0.0	0/11
species	Stackebrandtia albiflava	NA	0.0	0.0	0/11
species	Methylobacterium komagatae	1.0	0.0	1.0	1/11
species	Vibrio porteresiae	1.0	0.0	1.0	2/11
species	[Clostridium] xylanovorans	1.0	0.0	1.0	1/11
species	Promicromonospora thailandica	NA	0.0	0.0	0/11
species	Bosea thiooxidans	0.39	0.0	0.39	5/11
species	Roseomonas rosea	1.0	0.0	1.0	1/11
species	Arenibacter troitsensis	1.0	0.0	1.0	1/11
species	Yonghaparkia alkaliphila	1.0	0.0	1.0	1/11
species	Kaistia soli	NA	0.0	0.0	0/11
species	Arenibacter echinorum	1.0	0.0	1.0	1/11
species	Algoriphagus chordae	0.855	0.02	0.875	2/11
species	Maribacter polysiphoniae	NA	0.0	0.0	0/11
species	Prauserella halophila	NA	0.0	0.0	0/11
species	Marinomonas polaris	NA	0.0	0.0	0/11
species	Enterovibrio nigricans	1.0	0.0	1.0	5/11
species	Nocardioides sp. NS/27	NA	0.0	0.0	0/11
species	uncultured Acidovorax sp.	0.0	0.0	0.0	1/11
species	Desulforhopalus singaporensis	1.0	0.0	1.0	2/11
species	Algoriphagus ratkowskyi	NA	0.0	0.0	0/11
species	Clostridium cavendishii	1.0	0.0	1.0	1/11
species	Desulfofustis glycolicus	1.0	0.0	1.0	6/11
species	Algoriphagus yeomjeoni	NA	0.0	0.0	0/11
species	Williamsia maris	NA	0.0	0.0	0/11
species	Gemmobacter changlensis	1.0	0.0	1.0	5/11
species	Azoarcus communis	0.984	0.0	0.984	5/11
species	Algoriphagus alkaliphilus	1.0	0.0	1.0	1/11
species	Promicromonospora flava	NA	0.0	0.0	0/11
species	Parapedobacter luteus	1.0	0.505	1.505	2/11
species	Brenneria nigrifluens	0.73	0.0	0.73	4/11
species	Nitrobacter sp. NS5-5	NA	0.0	0.0	0/11
species	Hymenobacter psychrotolerans	1.0	0.0	1.0	1/11
species	Ponticoccus litoralis	NA	0.0	0.0	0/11
species	Marivirga sericea	1.0	0.0	1.0	4/11
species	Leeuwenhoekiella marinoflava	0.997142857143	0.151428571429	1.14857142857	7/11
species	Salmonella subterranea	NA	0.0	0.0	0/11
species	Rhodococcus sp. I_48-J6PC12A	NA	0.0	0.0	0/11
species	Williamsia serinedens	1.0	0.0	1.0	1/11
species	Caenimonas koreensis	NA	0.0	0.0	0/11
species	Alkalitalea saponilacus	1.0	0.0	1.0	1/11
species	Hwanghaeicola aestuarii	1.0	0.0	1.0	1/11
species	Vibrio ruber	0.7925	0.0	0.7925	4/11
species	Fontibacter flavus	NA	0.0	0.0	0/11
species	Pedobacter aquatilis	NA	0.0	0.0	0/11
species	Williamsia deligens	0.333333333333	0.0	0.333333333333	3/11
species	Hespellia stercorisuis	1.0	0.01	1.01	1/11
species	Hymenobacter daecheongensis	1.0	0.0	1.0	1/11
species	Pseudogulbenkiania subflava	NA	0.0	0.0	0/11
species	Cytophaga xylanolytica	0.99	0.0	0.99	5/11
species	Chryseobacterium sp. T85L.09.P.BNT.GC.H.Gill.D.M	NA	0.0	0.0	0/11
species	Rubritalea squalenifaciens	NA	0.0	0.0	0/11
species	Salegentibacter salinarum	NA	0.0	0.0	0/11
species	Devosia limi	NA	0.0	0.0	0/11
species	Elizabethkingia miricola	0.876	0.04	0.916	5/11
species	Pseudomonas xiamenensis	1.0	0.0	1.0	4/11
species	Propionivibrio pelophilus	1.0	0.0	1.0	1/11
species	Desulfacinum infernum	0.75	0.00333333333333	0.753333333333	6/11
species	Maribacter arcticus	NA	0.0	0.0	0/11
species	Desulfovibrio paquesii	NA	0.0	0.0	0/11
species	Sporobacter termitidis	1.0	0.0	1.0	1/11
species	Aureimonas altamirensis	0.938	0.39	1.328	5/11
species	Planktotalea frisia	NA	0.0	0.0	0/11
species	Thiothrix eikelboomii	1.0	0.0	1.0	5/11
species	Sphingomonas hankookensis	NA	0.0	0.0	0/11
species	Propionigenium maris	1.0	0.01	1.01	1/11
species	Brenneria alni	1.0	0.002	1.002	5/11
species	Agromyces fucosus	0.0	0.0	0.0	1/11
species	Dethiosulfatibacter aminovorans	0.99	0.515	1.505	2/11
species	Pedobacter luteus	NA	0.0	0.0	0/11
species	Microbacterium sp. Bt 07	NA	0.0	0.0	0/11
species	Desulfotomaculum aeronauticum	1.0	0.0025	1.0025	4/11
species	Clostridium acidisoli	1.0	0.0	1.0	1/11
species	Phycicoccus ginsenosidimutans	NA	0.0	0.0	0/11
species	Desulfobotulus sapovorans	1.0	0.00333333333333	1.00333333333	6/11
species	Afifella marina	1.0	0.0	1.0	5/11
species	Acidocella aminolytica	NA	0.0	0.0	0/11
species	Malonomonas rubra	1.0	0.00166666666667	1.00166666667	6/11
species	Halomonas ilicicola	1.0	0.0	1.0	1/11
species	Cellulophaga fucicola	1.0	0.0	1.0	5/11
species	Parabacteroides chartae	NA	0.0	0.0	0/11
species	uncultured Sphingomonas sp.	0.0	0.0	0.0	5/11
species	Celeribacter halophilus	1.0	0.0	1.0	2/11
species	Geosporobacter subterraneus	1.0	0.0	1.0	1/11
species	Sedimentibacter saalensis	NA	0.0	0.0	0/11
species	Devosia sp. R41	NA	0.0	0.0	0/11
species	Marmoricola aurantiacus	NA	0.0	0.0	0/11
species	Flavobacterium lindanitolerans	1.0	0.0275	1.0275	4/11
species	Salegentibacter mishustinae	1.0	0.0	1.0	1/11
species	Oceanimonas baumannii	NA	0.0	0.0	0/11
species	Leifsonia sp. MN6-25	1.0	0.0	1.0	1/11
species	Desulfovibrio marinisediminis	1.0	0.0	1.0	1/11
species	Pelagicola litoralis	NA	0.0	0.0	0/11
species	Aquamicrobium aerolatum	1.0	0.0	1.0	1/11
species	Sphingopyxis litoris	NA	0.0	0.0	0/11
species	Thalassobacter stenotrophicus	0.986666666667	0.275555555556	1.26222222222	9/11
species	Salegentibacter holothuriorum	1.0	0.0	1.0	1/11
species	Geobacter thiogenes	1.0	0.0	1.0	2/11
species	Desulfovibrio senezii	NA	0.0	0.0	0/11
species	Sphingopyxis marina	NA	0.0	0.0	0/11
species	Desulfovibrio idahonensis	1.0	0.0	1.0	1/11
species	Cellulophaga tyrosinoxydans	1.0	0.0	1.0	1/11
species	Oceanospirillum multiglobuliferum	1.0	0.0	1.0	5/11
species	Prevotella shahii	0.997777777778	0.437777777778	1.43555555556	9/11
species	Clostridium collagenovorans	1.0	0.0	1.0	1/11
species	Pseudobutyrivibrio xylanivorans	1.0	0.0	1.0	5/11
species	Desulfotomaculum thermosubterraneum	NA	0.0	0.0	0/11
species	Desulfovibrio halophilus	NA	0.0	0.0	0/11
species	Comamonas nitrativorans	1.0	0.0	1.0	4/11
species	Chryseobacterium bovis	NA	0.0	0.0	0/11
species	Soonwooa buanensis	1.0	0.41	1.41	2/11
species	Salegentibacter salarius	1.0	0.02	1.02	1/11
species	Oceanicella actignis	NA	0.0	0.0	0/11
species	Fibrobacter intestinalis	1.0	0.00166666666667	1.00166666667	6/11
species	Nonlabens xylanidelens	NA	0.0	0.0	0/11
species	Azomonas agilis	1.0	0.0	1.0	4/11
species	Gemmiger formicilis	NA	0.0	0.0	0/11
species	[Clostridium] litorale	0.945555555556	0.626666666667	1.57222222222	9/11
species	Desulfovibrio gracilis	NA	0.0	0.0	0/11
species	Nonlabens ulvanivorans	0.86	0.21	1.07	5/11
species	Brevundimonas sp. HINF004	NA	0.0	0.0	0/11
species	Tissierella praeacuta	1.0	0.0	1.0	1/11
species	Desulfotomaculum putei	1.0	0.03	1.03	1/11
species	Lysobacter spongiicola	1.0	0.0	1.0	1/11
species	Pseudomonas pertucinogena	1.0	0.0	1.0	6/11
species	Pseudoxanthomonas taiwanensis	1.0	0.0	1.0	1/11
species	Lysobacter concretionis	0.784444444444	0.577777777778	1.36222222222	9/11
species	Arenimonas donghaensis	0.97	0.343333333333	1.31333333333	6/11
species	Porphyrobacter sanguineus	1.0	0.0	1.0	2/11
species	Sporacetigenium mesophilum	0.985	0.15	1.135	2/11
species	Pseudoxanthomonas kalamensis	NA	0.0	0.0	0/11
species	Megasphaera paucivorans	1.0	0.145	1.145	2/11
species	Papillibacter cinnamivorans	0.99	0.62	1.61	2/11
species	Asaccharobacter celatus	NA	0.0	0.0	0/11
species	Desulfotomaculum australicum	NA	0.0	0.0	0/11
species	Selenihalanaerobacter shriftii	1.0	0.0	1.0	1/11
species	Eubacterium ruminantium	1.0	0.0	1.0	6/11
species	Clostridium proteolyticum	1.0	0.0933333333333	1.09333333333	3/11
species	Pilibacter termitis	NA	0.0	0.0	0/11
species	Caldanaerobius fijiensis	NA	0.0	0.0	0/11
species	Desulfovibrio litoralis	1.0	0.0	1.0	6/11
species	Succinivibrio dextrinosolvens	0.998888888889	0.545555555556	1.54444444444	9/11
species	Caloramator proteoclasticus	NA	0.0	0.0	0/11
species	Lactobacillus paralimentarius	0.998333333333	0.266666666667	1.265	6/11
species	Cetobacterium ceti	0.99	0.03	1.02	1/11
species	Treponema berlinense	1.0	0.0	1.0	1/11
species	Salinicoccus alkaliphilus	1.0	0.565	1.565	2/11
species	Treponema porcinum	1.0	0.54	1.54	2/11
species	Lactobacillus nagelii	1.0	0.0	1.0	5/11
species	Desulfomicrobium thermophilum	NA	0.0	0.0	0/11
species	Parasporobacterium paucivorans	1.0	0.03	1.03	1/11
species	Thermomonas hydrothermalis	NA	0.0	0.0	0/11
species	Thermoanaerobacter uzonensis	0.974	0.0	0.974	5/11
species	Porphyromonas cangingivalis	0.982222222222	0.598888888889	1.58111111111	9/11
species	Alkalibacter saccharofermentans	1.0	0.0	1.0	1/11
species	Kingella potus	1.0	0.01	1.01	1/11
species	Marinitoga hydrogenitolerans	1.0	0.03	1.03	1/11
species	Thermosyntropha lipolytica	1.0	0.0	1.0	1/11
species	Fervidobacterium gondwanense	0.998	0.0	0.998	5/11
species	Atopostipes suicloacalis	1.0	0.0	1.0	1/11
species	Thermodesulfovibrio hydrogeniphilus	NA	0.0	0.0	0/11
species	Porphyromonas circumdentaria	1.0	0.0	1.0	1/11
species	Anaerosphaera aminiphila	1.0	0.13	1.13	2/11
species	Soehngenia saccharolytica	1.0	0.134285714286	1.13428571429	7/11
species	Campylobacter helveticus	1.0	0.0	1.0	6/11
species	Thermosipho atlanticus	1.0	0.04	1.04	1/11
species	Lactobacillus lindneri	1.0	0.0	1.0	4/11
species	Mycoplasma agassizii	1.0	0.0	1.0	5/11
species	Mycoplasma testudineum	1.0	0.01	1.01	6/11
species	Mycoplasma verecundum	1.0	0.00333333333333	1.00333333333	6/11
