"Assembly"	"X..contigs.....1000.bp."	"X..contigs.....5000.bp."	"X..contigs.....10000.bp."	"X..contigs.....25000.bp."	"X..contigs.....50000.bp."	"Total.length.....1000.bp."	"Total.length.....5000.bp."	"Total.length.....10000.bp."	"Total.length.....25000.bp."	"Total.length.....50000.bp."	"X..contigs"	"Largest.contig"	"Total.length"	"Reference.length"	"GC...."	"Reference.GC...."	"N50"	"NG50"	"N75"	"NG75"	"L50"	"LG50"	"L75"	"LG75"	"X..misassemblies"	"X..misassembled.contigs"	"Misassembled.contigs.length"	"X..local.misassemblies"	"X..unaligned.contigs"	"Unaligned.length"	"Genome.fraction...."	"Duplication.ratio"	"X..N.s.per.100.kbp"	"X..mismatches.per.100.kbp"	"X..indels.per.100.kbp"	"X..genes"	"X..predicted.genes..unique."	"X..predicted.genes.....0.bp."	"X..predicted.genes.....300.bp."	"X..predicted.genes.....1500.bp."	"X..predicted.genes.....3000.bp."	"Largest.alignment"	"NA50"	"NGA50"	"NA75"	"NGA75"	"LA50"	"LGA50"	"LA75"	"LGA75"	"gid"	"label"	"refLength"	"refMapping"	"abundance"	"gc"	"group"	"refGenes"	"assemblerGroup"	"normalized.misassemblies.per.MB"	"normalized.mismatches.per.100.kbp"	"cov"	"genomeFractionNormalized"
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	1	524	524	2938633	24.43	28.63	524	NA	524	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.018	1	0	0	0	"0 + 3 part"	"1"	"1"	"1"	"0"	"0"	524	"524"	0	"524"	NA	"1"	NA	"1"	NA	"1036782"	"Intestinibacter bartlettii DSM 16795"	2938633	324110	12.1127	28.63	"uniq"	" 2676"	"1"	0	0	16.5439168484122	3.24e-08
"adoring_almeida_4 broken"	82	73	65	47	33	4965918	4944891	4884238	4575381	4075722	87	377963	4969613	4983771	60.52	60.5	126486	"126486"	65358	"62741"	14	"14"	27	"28"	1	1	221584	0	"0 + 0 part"	0	99.689	1	0	0	0	"9195 + 120 part"	"4615"	"4616"	"4169"	"678"	"80"	377963	"126486"	126486	"62741"	"62741"	"14"	"14"	"28"	"28"	"1036785"	"Ferrimonas marina"	4983771	6524570	128.411	60.5	"uniq"	" 4648"	"1"	0.201222912126156	0	196.374492327196	0.0114228697942529
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	8	957	5001	4131007	64.47	66.67	572	NA	530	NA	4	NA	6	NA	0	0	0	0	"0 + 0 part"	0	0.121	1	0	219.96	0	"2 + 21 part"	"9"	"9"	"7"	"0"	"0"	957	"572"	0	"530"	NA	"4"	NA	"6"	NA	"1036800"	"Tessaracoccus bendigoensis DSM 12906"	4131007	453954	12.6212	66.67	"uniq"	" 3758"	"1"	0	0.0439832033593281	16.4834143345678	1.830125e-07
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1036803"	"Pseudoxanthobacter soli DSM 19599"	5165242	420968	8.30303	67.84	"uniq"	NA	"1"	NA	NA	12.2250225642864	NA
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	121	889	68696	9745282	69.1	69.05	556	NA	526	NA	56	NA	88	NA	1	1	679	0	"0 + 1 part"	45	0.704	1.001	0	16.04	4.37	"9 + 225 part"	"151"	"151"	"109"	"0"	"0"	844	"556"	0	"526"	NA	"57"	NA	"88"	NA	"1048861"	"Lechevalieria flava"	9745282	1408200	15.1638	69.05	"uniq"	" 9328"	"1"	14.5568883195528	0.000233492488645627	21.6751039118211	4.096e-07
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1048870"	"Lechevalieria aerocolonigenes"	10810212	347860	3.52758	68.95	"uniq"	NA	"1"	NA	NA	4.82682485782887	NA
"adoring_almeida_4 broken"	1	0	0	0	0	4486	0	0	0	0	247	4486	145377	12276125	66.28	66.2	557	NA	524	NA	109	NA	176	NA	1	1	501	0	"0 + 1 part"	138	1.183	1	0	8.95	0.69	"24 + 436 part"	"305"	"305"	"211"	"1"	"0"	4348	"557"	0	"523"	NA	"109"	NA	"177"	NA	"1048885"	"Kibdelosporangium aridum"	12276125	1928000	17.7805	66.2	"uniq"	"11208"	"1"	6.87866718944537	6.15640713455361e-05	23.557922390005	5.66594736842105e-07
"adoring_almeida_4 broken"	56	36	29	22	16	2931177	2889411	2832989	2723830	2488255	65	425235	2937639	2958257	32.18	32.24	139263	"139263"	84909	"74000"	6	"6"	12	"13"	2	1	362959	0	"0 + 0 part"	0	99.247	1.001	0	0	0	"6300 + 121 part"	"2627"	"2627"	"2449"	"461"	"66"	425235	"134111"	134111	"73929"	"73929"	"7"	"7"	"14"	"14"	"1048939"	"Olleya aquimaris"	2958257	2937988	97.3664	32.24	"uniq"	" 2658"	"1"	0.680818848061317	0	148.972249537481	0.0151537953984615
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1048942"	"Ohtaekwangia kribbensis"	7410016	189992	2.57316	43.75	"uniq"	NA	"1"	NA	NA	3.84598359841598	NA
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	1	778	778	7241272	51.93	41.93	778	NA	778	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.011	1	0	0	0	"0 + 2 part"	NA	NA	NA	NA	NA	778	"778"	0	"778"	NA	"1"	NA	"1"	NA	"1048945"	"Ohtaekwangia koreensis"	7241272	332948	4.64933	41.93	"uniq"	" 5904"	"1"	0	0	6.89688220522582	1.21e-08
"adoring_almeida_4 broken"	7	2	0	0	0	24403	14975	0	0	0	28	8625	36480	3668822	65.26	66.54	2257	NA	582	NA	4	NA	12	NA	1	1	1550	0	"0 + 1 part"	32	0.993	1.003	0	664.43	21.96	"45 + 93 part"	"53"	"53"	"37"	"4"	"1"	8625	"2257"	0	"582"	NA	"4"	NA	"12"	NA	"1048966"	"Rhodobacter capsulatus"	3668822	632390	18.5523	66.54	"strain"	" 3474"	"1"	27.4122807017544	0.0182135416666667	25.8553017835153	3.52160357142857e-06
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1048978"	"Roseinatronobacter thiooxidans"	3685266	107070	2.97928	60.09	"uniq"	NA	"1"	NA	NA	4.35803005807451	NA
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1049011"	"Rhodobaca barguzinensis"	3867412	153638	4.22559	59.01	"uniq"	NA	"1"	NA	NA	5.95894618933799	NA
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	48	824	27438	4506111	41.45	41.47	559	NA	526	NA	22	NA	35	NA	0	0	0	0	"0 + 0 part"	0	0.609	1	0	10.94	7.29	"8 + 116 part"	"55"	"55"	"41"	"0"	"0"	824	"559"	0	"526"	NA	"22"	NA	"35"	NA	"1049032"	"Sphingobacterium psychroaquaticum"	4506111	650344	16.0968	41.47	"uniq"	" 3811"	"1"	0	0.000398717107660908	21.6487343520832	7.7266875e-07
"adoring_almeida_4 broken"	59	35	31	23	17	3143341	3094828	3068382	2927034	2679152	63	500936	3145704	3155334	31.22	31.25	163764	"163764"	91221	"91221"	7	"7"	13	"13"	1	1	1301	0	"0 + 0 part"	0	99.652	1	0	0	0	"6351 + 135 part"	"2881"	"2881"	"2642"	"450"	"63"	500936	"163764"	163764	"91221"	"91221"	"7"	"7"	"13"	"13"	"1049035"	"Formosa spongicola"	3155334	3290898	105.811	31.25	"uniq"	" 2925"	"1"	0.317893864139792	0	156.444515857909	0.0157627319111111
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1049083"	"Sphingobacterium nematocida"	5050264	163230	3.59772	39.91	"uniq"	NA	"1"	NA	NA	4.8481623930947	NA
"adoring_almeida_4 broken"	1285	333	75	1	0	5213395	2798400	1014197	26931	0	1550	26931	5411447	5484531	65.51	65.48	5229	"5166"	2948	"2850"	315	"322"	663	"681"	7	7	21602	0	"0 + 2 part"	139	97.548	1.011	0	0.93	0.32	"8741 + 2761 part"	"6166"	"6167"	"4950"	"521"	"32"	26931	"5214"	5140	"2938"	"2829"	"316"	"323"	"664"	"683"	"1052941"	"Azotobacter vinelandii"	5484531	2860478	51.4638	65.48	"uniq"	" 5141"	"1"	1.29355420093738	1.71857915267395e-07	78.2330704302702	0.000613910471225806
"adoring_almeida_4 broken"	13	0	0	0	0	22785	0	0	0	0	380	2530	243890	5431076	68.03	67.8	599	NA	538	NA	155	NA	263	NA	7	7	7362	1	"0 + 2 part"	32	4.483	1.002	0	26.7	1.23	"90 + 859 part"	"524"	"524"	"350"	"1"	"0"	2530	"597"	0	"535"	NA	"157"	NA	"265"	NA	"1052950"	"Paracoccus pantotrophus"	5431076	982328	18.6277	67.8	"uniq"	" 5372"	"1"	28.7014637746525	0.000109475583254746	27.1307564099637	5.28876026315789e-06
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1052953"	"Paracoccus pantotrophus"	4217986	141152	3.42002	67.73	"uniq"	NA	"1"	NA	NA	5.01964681722509	NA
"adoring_almeida_4 broken"	155	1	1	1	0	268889	36803	36803	36803	0	414	36803	455703	2513744	59.83	66.15	1126	"-"	810	NA	117	"-"	237	NA	0	0	0	0	"0 + 1 part"	801	17.821	1.015	0	26.56	1.12	"492 + 964 part"	"705"	"705"	"465"	"13"	"0"	36803	"1126"	0	"810"	NA	"118"	"-"	"238"	NA	"1052959"	"Halobacterium salinarum"	2513744	866692	34.0445	66.15	"uniq"	" 2640"	"1"	0	5.82835750477833e-05	51.7171995238974	7.67120871980676e-05
"adoring_almeida_4 broken"	390	59	29	17	5	1973805	1285480	1080483	905975	449110	597	155920	2123255	2364912	66.42	66.55	10648	"6976"	2557	"1718"	28	"42"	151	"238"	2	2	6547	0	"0 + 1 part"	89	89.494	1.003	0	11.43	0.24	"3910 + 1252 part"	"2603"	"2603"	"2068"	"203"	"9"	155920	"10648"	6976	"2553"	"1705"	"28"	"42"	"152"	"239"	"1052965"	"Halobacterium salinarum"	2364912	1345440	55.9303	66.55	"uniq"	" 2452"	"1"	0.941949977746432	5.38324412282086e-06	85.3376362418559	0.00134157052529313
"adoring_almeida_4 broken"	996	193	41	2	0	3556696	1619884	590270	77667	0	1227	49160	3729501	3864762	66.3	66.31	4259	"4092"	2444	"2277"	247	"263"	534	"577"	5	5	47195	0	"0 + 1 part"	107	95.808	1.007	0	0.89	0.03	"6263 + 2604 part"	"4540"	"4540"	"3684"	"347"	"20"	49160	"4252"	4082	"2435"	"2273"	"248"	"265"	"537"	"580"	"1052968"	"Rhodobacter capsulatus"	3864762	2809450	72.9606	66.31	"strain"	" 3730"	"1"	1.34066192769488	2.38637823129689e-07	109.040996573657	0.00074809884792176
"adoring_almeida_4 broken"	83	0	0	0	0	101657	0	0	0	0	1097	2381	754043	3648644	42.44	42.12	668	NA	568	NA	436	NA	744	NA	3	3	1956	1	"0 + 1 part"	17	20.545	1.006	0	29.35	2	"282 + 2349 part"	"1498"	"1498"	"995"	"0"	"0"	2381	"667"	0	"567"	NA	"436"	NA	"744"	NA	"1052974"	"Sporosarcina newyorkensis"	3648644	682542	20.7186	42.12	"strain"	" 3645"	"1"	3.97855294724571	3.89235096672206e-05	28.0600957506405	3.84773951686418e-05
"adoring_almeida_4 broken"	13	0	0	0	0	15997	0	0	0	0	113	1621	78895	3602225	42.86	41.99	656	NA	565	NA	44	NA	76	NA	0	0	0	0	"0 + 2 part"	85	2.183	1.002	0	86.47	10.17	"33 + 301 part"	"152"	"152"	"109"	"0"	"0"	1621	"656"	0	"565"	NA	"44"	NA	"76"	NA	"1052977"	"Sporosarcina newyorkensis"	3602225	364240	11.1929	41.99	"strain"	" 3582"	"1"	0	0.00109601368908042	15.167292437313	4.21724690265487e-06
"adoring_almeida_4 broken"	1102	237	127	36	4	5307126	3564139	2779968	1341567	266435	2071	84116	5978945	6919612	62.02	61.97	8742	"5499"	2135	"1121"	150	"218"	527	"992"	12	10	48442	0	"0 + 2 part"	143	86.13	1.003	0	0.65	0.02	"8169 + 3316 part"	"7178"	"7180"	"5627"	"518"	"32"	84116	"8742"	5449	"2117"	"1116"	"150"	"218"	"530"	"999"	"1052992"	"Sinorhizobium meliloti"	6919612	18513350	307.807	61.97	"strain"	" 6830"	"1"	2.00704304856459	1.08714831797249e-07	401.323441256533	0.000358202650893288
"adoring_almeida_4 broken"	350	41	5	0	0	924282	294721	57565	0	0	742	12981	1189117	6860017	59.98	62.08	2487	NA	1087	NA	131	NA	319	NA	1	1	1704	0	"0 + 1 part"	22	17.15	1.011	0	4.84	0.42	"1195 + 1239 part"	"1671"	"1671"	"1135"	"60"	"4"	12981	"2487"	0	"1085"	NA	"131"	NA	"320"	NA	"1052995"	"Sinorhizobium meliloti"	6860017	3362096	48.738	62.08	"strain"	" 6583"	"1"	0.840960141012196	4.07024708249903e-06	73.5150364787726	3.96391509433962e-05
"adoring_almeida_4 broken"	239	149	88	23	1	2471579	2230109	1782684	791084	58777	252	58777	2481491	2512854	56.04	56	16522	"16371"	9045	"8760"	47	"48"	97	"99"	1	1	3788	0	"0 + 0 part"	0	98.62	1.001	0	0.28	0	"5446 + 545 part"	"2544"	"2545"	"2145"	"267"	"14"	58777	"16522"	16371	"9045"	"8760"	"47"	"48"	"97"	"99"	"1052998"	"Moorella thermoacetica"	2512854	16350396	652.636	56	"strain"	" 2551"	"1"	0.402983528854225	1.12835388079183e-07	976.005529967121	0.00385948587301587
"adoring_almeida_4 broken"	1	0	0	0	0	1106	0	0	0	0	1	1106	1106	2627482	55.7	55.8	1106	NA	1106	NA	1	NA	1	NA	0	0	0	0	"0 + 0 part"	0	0.042	1	0	632.91	0	"1 + 3 part"	"-"	"-"	"-"	"-"	"-"	1106	"1106"	0	"1106"	NA	"1"	NA	"1"	NA	"1053004"	"Moorella thermoacetica"	2627482	190018	7.62465	55.8	"strain"	" 2633"	"1"	0	0.572251356238698	10.8479144671591	1.764e-07
"adoring_almeida_4 broken"	654	13	3	0	0	1139473	106684	37347	0	0	1894	12937	1994280	3687444	63.32	63.98	1125	"558"	748	"-"	520	"1609"	1068	"-"	0	0	0	0	"0 + 0 part"	0	53.626	1.009	0	53.6	0.35	"993 + 2496 part"	"3367"	"3367"	"2368"	"65"	"4"	12937	"1125"	558	"748"	NA	"520"	"1609"	"1068"	NA	"1053022"	"Phaeospirillum fulvum"	3687444	2010632	58.711	63.98	"strain"	" 3301"	"1"	0	2.68768678420282e-05	81.7896624328397	0.000151834629144667
"adoring_almeida_4 broken"	1	0	0	0	0	1102	0	0	0	0	9	1102	6020	3764101	63.02	64.03	617	NA	563	NA	4	NA	7	NA	0	0	0	0	"0 + 0 part"	0	0.16	1	0	49.83	16.61	"0 + 12 part"	"9"	"9"	"8"	"0"	"0"	1102	"617"	0	"563"	NA	"4"	NA	"7"	NA	"1053025"	"Phaeospirillum fulvum"	3764101	530752	16.1132	64.03	"strain"	" 3454"	"1"	0	0.00827740863787375	21.1505482982524	2.84444444444444e-07
"adoring_almeida_4 broken"	280	2	0	0	0	484772	11929	0	0	0	839	6573	860714	3769101	62.66	63.91	1112	"-"	707	NA	228	"-"	474	NA	0	0	0	0	"0 + 0 part"	0	22.585	1.011	0	49.34	0.35	"494 + 1282 part"	"1462"	"1462"	"1009"	"30"	"4"	6573	"1112"	0	"707"	NA	"228"	NA	"474"	NA	"1053028"	"Phaeospirillum fulvum"	3769101	1625402	49.0176	63.91	"strain"	" 3391"	"1"	0	5.73245003566806e-05	64.6865923730884	6.07964511323004e-05
"adoring_almeida_4 broken"	1	0	0	0	0	1234	0	0	0	0	5	1234	3634	3805060	68.44	64.75	720	NA	568	NA	2	NA	4	NA	0	0	0	0	"0 + 0 part"	0	0.096	1	0	0	0	"1 + 7 part"	"7"	"7"	"5"	"0"	"0"	1234	"720"	0	"568"	NA	"2"	NA	"4"	NA	"1053031"	"Phaeospirillum fulvum"	3805060	410356	12.1893	64.75	"uniq"	" 3345"	"1"	0	0	16.1767225746769	1.8432e-07
"adoring_almeida_4 broken"	1	1	1	0	0	19598	19598	19598	0	0	1	19598	19598	2683588	37.31	34.06	19598	NA	19598	NA	1	NA	1	NA	1	1	19598	0	"0 + 0 part"	0	0.73	1	0	30.61	5.1	"65 + 3 part"	"33"	"33"	"28"	"0"	"0"	17742	"17742"	0	"17742"	NA	"1"	NA	"1"	NA	"1053034"	"Thermoanaerobacter thermohydrosulfuricus"	2683588	58742	2.32001	34.06	"strain"	" 2819"	"1"	51.025614858659	0.00156189407082355	3.28340266836787	5.329e-05
"adoring_almeida_4 broken"	762	139	18	0	0	2537201	1009160	212359	0	0	925	14388	2657818	2728734	34.24	34.31	4091	"3958"	2303	"2219"	210	"219"	427	"450"	3	3	14176	0	"0 + 1 part"	49	96.088	1.014	0	1.79	0.11	"5007 + 1938 part"	"3295"	"3295"	"2579"	"232"	"10"	14388	"4091"	3958	"2298"	"2214"	"210"	"219"	"428"	"451"	"1053037"	"Thermoanaerobacter thermohydrosulfuricus"	2728734	1320140	51.7769	34.31	"strain"	" 2818"	"1"	1.12874545962139	6.73484790907429e-07	72.5688176275152	0.000998151756108108
"adoring_almeida_4 broken"	186	138	117	83	51	7091473	6967233	6805226	6234755	5103579	217	305770	7110651	7144647	68.31	68.31	86115	"85440"	45568	"45271"	28	"29"	56	"57"	5	5	112598	0	"0 + 0 part"	0	99.455	1.001	0	0.07	0	"10876 + 364 part"	"6648"	"6652"	"5905"	"999"	"105"	305770	"85440"	81943	"45271"	"45271"	"28"	"29"	"57"	"57"	"1053040"	"Azospirillum brasilense"	7144647	9851350	148.701	68.31	"uniq"	" 6489"	"1"	0.703170497328585	9.84438696260019e-09	206.826523409764	0.00455820139400922
"adoring_almeida_4 broken"	7	0	0	0	0	9374	0	0	0	0	532	2359	321560	6600894	70.62	70.79	585	NA	533	NA	232	NA	376	NA	2	2	1048	0	"0 + 2 part"	118	4.867	1.001	0	15.25	2.49	"73 + 1078 part"	"679"	"679"	"466"	"0"	"0"	2311	"585"	0	"532"	NA	"232"	NA	"377"	NA	"1053049"	"Promicromonospora umidemergens"	6600894	1240414	21.1803	70.79	"uniq"	" 6024"	"1"	6.21967906456027	4.74250528672721e-05	28.187409160032	4.45257312030075e-06
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	11	840	6873	5028997	67.37	67.55	650	NA	523	NA	5	NA	8	NA	0	0	0	0	"0 + 0 part"	0	0.137	1.001	0	14.56	0	"3 + 30 part"	"15"	"15"	"10"	"0"	"0"	839	"650"	0	"523"	NA	"5"	NA	"8"	NA	"1053055"	"Xanthobacter autotrophicus"	5028997	480468	9.97127	67.55	"uniq"	" 4512"	"1"	0	0.00211843445365925	14.3309292091445	1.70627272727273e-07
"adoring_almeida_4 broken"	1	0	0	0	0	1506	0	0	0	0	3	1506	2640	4198864	44.09	61.47	1506	NA	591	NA	1	NA	2	NA	0	0	0	0	"0 + 0 part"	0	0.063	1	0	0	0	"2 + 5 part"	"6"	"6"	"2"	"0"	"0"	1506	"1506"	0	"591"	NA	"1"	NA	"2"	NA	"1139_AA"	"Aquamicrobium"	4198864	104380	2.55031	61.48	"uniq"	" 4101"	"1"	0	0	3.72886571224979	1.323e-07
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1139_AF"	"Bosea"	5696255	64758	1.28939	66.71	"uniq"	NA	"1"	NA	NA	1.70527829249217	NA
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1139_AL"	"Rhizobium"	5810167	75154	1.39111	59.35	"uniq"	NA	"1"	NA	NA	1.94023682968149	NA
"adoring_almeida_4 broken"	70	23	18	6	2	572935	488494	453202	245681	112586	115	59117	604706	5593517	66.02	66.59	22212	"-"	9648	"-"	9	"-"	19	"-"	0	0	0	0	"0 + 0 part"	0	10.766	1.004	0	1.83	0.33	"895 + 204 part"	"669"	"669"	"554"	"78"	"6"	59117	"22212"	0	"9648"	NA	"9"	"-"	"19"	NA	"1139_AW"	"Sphingomonas"	5593517	2101770	36.8556	66.59	"strain"	" 5248"	"1"	0	3.02626400267237e-06	56.3626605586432	0.000100788483478261
"adoring_almeida_4 broken"	14	0	0	0	0	15282	0	0	0	0	674	1219	417683	6327675	66.59	66.89	595	NA	538	NA	288	NA	473	NA	0	0	0	3	"0 + 1 part"	172	6.588	1.002	0	28.55	1.92	"115 + 1764 part"	"914"	"914"	"618"	"0"	"0"	1219	"594"	0	"538"	NA	"289"	NA	"473"	NA	"1139_BF"	"Comamonadaceae"	6327675	1372786	24.5417	72.14	"uniq"	" 5881"	"1"	0	6.83532726972369e-05	32.542426720715	6.43942789317507e-06
"adoring_almeida_4 broken"	1076	206	58	4	3	4012564	2067271	1021695	250615	202028	1475	94633	4300006	4627881	72.12	72.13	4647	"4204"	2238	"1846"	224	"260"	561	"682"	0	0	0	0	"0 + 0 part"	0	92.447	1.005	0	0.75	0	"6904 + 3115 part"	"4716"	"4717"	"3983"	"435"	"37"	94633	"4647"	4204	"2238"	"1846"	"224"	"260"	"561"	"682"	"1139_B"	"Oerskovia"	4627881	5776354	123.739	66.9	"strain"	" 3998"	"1"	0	1.74418361276705e-07	187.224585074681	0.000579420190440678
"adoring_almeida_4 broken"	1861	89	33	8	2	4243018	1082752	694484	327843	130640	3676	66972	5553896	6070022	66.63	66.61	1756	"1588"	1035	"880"	747	"901"	1785	"2191"	5	4	12021	2	"0 + 1 part"	66	89.555	1.022	0	0.86	0.06	"6203 + 6902 part"	"8191"	"8192"	"6217"	"294"	"27"	66972	"1753"	1588	"1033"	"880"	"749"	"904"	"1788"	"2194"	"1139_CF"	"Comamonadaceae"	6070022	4690336	87.3067	66.62	"uniq"	" 5586"	"1"	0.900268928334272	1.54846255673495e-07	115.905741363046	0.000218174592627856
"adoring_almeida_4 broken"	5	1	0	0	0	14578	6762	0	0	0	348	6762	216029	4660190	72.57	72.24	578	NA	531	NA	146	NA	244	NA	0	0	0	0	"0 + 6 part"	12911	4.354	1.001	0	24.15	2.96	"38 + 1013 part"	"467"	"467"	"323"	"1"	"0"	1311	"565"	0	"523"	NA	"166"	NA	"266"	NA	"1139_CJ"	"Cellulomonas"	4660190	878056	21.5642	72.24	"uniq"	" 4242"	"1"	0	0.000111790546639572	28.2624528184473	5.44750459770115e-06
"adoring_almeida_4 broken"	0	0	0	0	0	0	0	0	0	0	7	654	4137	5751313	66.5	65.78	574	NA	532	NA	4	NA	6	NA	0	0	0	0	"0 + 1 part"	356	0.066	1	0	0	0	"0 + 24 part"	"11"	"11"	"4"	"0"	"0"	654	"574"	0	"532"	NA	"4"	NA	"6"	NA	"1139_CO"	"Comamonadaceae"	5751313	667568	13.2777	65.78	"uniq"	" 5354"	"1"	0	0	17.4108416634602	6.22285714285714e-08
"adoring_almeida_4 broken"	2	0	0	0	0	6335	0	0	0	0	4	4287	7754	5520981	65.64	66.59	4287	NA	2048	NA	1	NA	2	NA	0	0	0	1	"0 + 0 part"	0	0.14	1.013	0	103.17	0	"15 + 16 part"	"12"	"12"	"8"	"0"	"0"	4287	"4287"	0	"2048"	NA	"1"	NA	"2"	NA	"1139_T"	"Sphingomonas"	5520981	1125702	22.5273	66.59	"strain"	" 5174"	"1"	0	0.0133053907660562	30.5842929001205	4.9e-07
"adoring_almeida_4 broken"	412	18	6	2	0	909704	202777	122275	59435	0	780	33705	1171698	7150668	66.04	66.11	1821	"-"	1063	NA	168	"-"	382	NA	1	1	1884	0	"0 + 0 part"	0	16.307	1.005	0	22.21	0.51	"1171 + 1995 part"	"1623"	"1623"	"1269"	"86"	"3"	33705	"1817"	0	"1060"	NA	"168"	NA	"383"	NA	"1139_Y"	"uncultured Massilia sp."	7150668	3130448	49.6011	66.12	"strain"	" 6157"	"1"	0.853462240270104	1.8955396356399e-05	65.667599166959	3.40920832051282e-05
"adoring_almeida_4 broken"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	"0"	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	"1220_AO"	"Paenibacillus frigoriresistens"	7664053	190348	2.55211	70.45	"uniq"	NA	"1"	NA	NA	3.725470061337	NA
"adoring_almeida_4 broken"	90	0	0	0	0	113463	0	0	0	0	790	2553	566080	4492106	70.81	70.44	693	NA	577	NA	299	NA	525	NA	0	0	0	5	"0 + 2 part"	659	12.526	1.005	0	173.45	4.8	"218 + 2214 part"	"1129"	"1129"	"774"	"1"	"0"	2553	"692"	0	"576"	NA	"300"	NA	"526"	NA	"1220_AR"	"Phycicoccus"	4492106	783346	19.1622	72.52	"strain"	" 4144"	"1"	0	0.000306405455059356	26.1574192594743	1.98608450632911e-05
"adoring_almeida_4 broken"	1035	23	11	2	0	2026598	292758	219393	69463	0	2258	41873	2899717	4247614	72.43	72.52	1468	"938"	912	"-"	553	"1136"	1191	"-"	0	0	0	0	"0 + 0 part"	0	67.834	1.006	0	1.32	0	"2771 + 5023 part"	"4419"	"4419"	"3352"	"147"	"16"	41873	"1468"	938	"912"	NA	"553"	"1136"	"1191"	NA	"1220_AX"	"Cellulomonas"	4247614	5891420	139.116	67.69	"strain"	" 3925"	"1"	0	4.5521683667751e-07	208.049271897117	0.000203784391319752
