binner	rank	bin	precision	recall	predicted_size	real_size
berserk_euclid_1	strain	Sample18_112	0.00680125306549	1.0	2099172.0	14277.0
berserk_euclid_1	strain	Sample18_113	0.00504131059068	1.0	2798677.0	14109.0
berserk_euclid_1	strain	Sample9_19	0.00607765985939	1.0	3311801.0	20128.0
berserk_euclid_1	strain	Sample22_570	0.000899834624168	1.0	9889595.0	8899.0
berserk_euclid_1	strain	1030782	0.908511193189	0.985403329706	2599706.0	2396848.0
berserk_euclid_1	strain	Sample6_55	0.00703392220226	1.0	4319354.0	30382.0
berserk_euclid_1	strain	1052998	0.491496728979	0.990859046537	5062640.0	2511226.0
berserk_euclid_1	strain	1052995	0.433770109605	0.988316101079	15620583.0	6855845.0
berserk_euclid_1	strain	Sample15_73	0.00119387320877	1.0	6864213.0	8195.0
berserk_euclid_1	strain	Sample23_22	0.00776387427242	1.0	3801839.0	29517.0
berserk_euclid_1	strain	1036629	0.84749615622	0.9658241296	2798677.0	2455797.0
berserk_euclid_1	strain	1035921	0.180266230899	0.985955486873	15374549.0	2810991.0
berserk_euclid_1	strain	Sample24_109	0.0035043487971	1.0	4029850.0	14122.0
berserk_euclid_1	strain	1048870	0.476494619366	0.814142006321	18226848.0	10667666.0
berserk_euclid_1	strain	Sample9_7	0.00701844554701	1.0	3801839.0	26683.0
berserk_euclid_1	strain	Sample15_102	0.000596203574435	1.0	10623888.0	6334.0
berserk_euclid_1	strain	1053034	0.289943298138	0.460837083165	4029850.0	2535447.0
berserk_euclid_1	strain	1036782	1.0	0.987598753066	2900700.0	2937124.0
berserk_euclid_1	strain	1036785	0.867542697444	1.0	5741503.0	4980999.0
berserk_euclid_1	strain	1021_AS	0.166861577775	0.995424367454	33260461.0	5575404.0
berserk_euclid_1	strain	1021_AQ	0.167139836095	0.978569390411	33260461.0	5680893.0
berserk_euclid_1	strain	1021_AP	1.0	0.989668412411	6608015.0	6676999.0
berserk_euclid_1	strain	1035951	0.993228041034	0.949960666479	2615196.0	2734309.0
berserk_euclid_1	strain	Sample22_214	0.0012457921705	1.0	15620583.0	19460.0
berserk_euclid_1	strain	1036614	0.986742016985	0.965546166761	2432195.0	2485587.0
berserk_euclid_1	strain	1030869	0.242466216531	1.0	6327133.0	1534116.0
berserk_euclid_1	strain	Sample23_148	0.00458904384654	1.0	3311801.0	15198.0
berserk_euclid_1	strain	1036716	1.0	0.940118754649	2468200.0	2625413.0
berserk_euclid_1	strain	1139_AA	0.320663703604	0.858684922846	10859486.0	4055321.0
berserk_euclid_1	strain	Sample19_61	0.0027117696193	1.0	9755991.0	26456.0
berserk_euclid_1	strain	Sample15_101	0.00162579494379	1.0	3989433.0	6486.0
berserk_euclid_1	strain	Sample22_114	0.0117908394357	0.883617150405	2099172.0	28011.0
berserk_euclid_1	strain	Sample18_349	0.000327922853145	1.0	18226848.0	5977.0
berserk_euclid_1	strain	1036635	0.959279059561	0.996443809404	3395010.0	3268385.0
berserk_euclid_1	strain	Sample18_199	0.00063945324818	0.663311097635	8552619.0	8245.0
berserk_euclid_1	strain	1048861	0.501346036353	0.938060517603	18226848.0	9741331.0
berserk_euclid_1	strain	Sample6_617	0.000838049153592	1.0	9755991.0	8176.0
berserk_euclid_1	strain	Sample24_59	0.00494460091567	1.0	4029850.0	19926.0
berserk_euclid_1	strain	1139_AL	0.151249239605	0.340540257	10859486.0	4823186.0
berserk_euclid_1	strain	1053055	0.975932286136	0.966455136102	4977415.0	5026224.0
berserk_euclid_1	strain	Sample22_193	0.00130616123611	1.0	15620583.0	20403.0
berserk_euclid_1	strain	Sample24_51	0.00512576649193	1.0	4319354.0	22140.0
berserk_euclid_1	strain	Sample9_158	0.00066955286834	1.0	10859486.0	7271.0
berserk_euclid_1	strain	Sample23_75	0.00127818532765	1.0	15620583.0	19966.0
berserk_euclid_1	strain	Sample6_74	0.0071212905123	1.0	3801839.0	27074.0
berserk_euclid_1	strain	Sample22_100	0.00622287686758	1.0	4775444.0	29717.0
berserk_euclid_1	strain	Sample20_114	0.000473221774117	1.0	15620583.0	7392.0
berserk_euclid_1	strain	1021_P	0.311711082739	0.74693334843	10539128.0	4398201.0
berserk_euclid_1	strain	1036701	0.959206264421	0.95556508111	2224116.0	2232591.0
berserk_euclid_1	strain	1036704	0.948771506109	0.987261967427	4319354.0	4150955.0
berserk_euclid_1	strain	Sample22_823	0.0016394083851	0.711554310203	2633267.0	6067.0
berserk_euclid_1	strain	Sample15_24	0.00792666555372	1.0	2599706.0	20607.0
berserk_euclid_1	strain	1021_C	0.496988995518	0.980190507133	18186954.0	9221387.0
berserk_euclid_1	strain	1048978	0.3322131108	0.454386009175	4933246.0	3606821.0
berserk_euclid_1	strain	evo_1286_G.010	0.320039655633	0.994424820108	9755991.0	3139809.0
berserk_euclid_1	strain	1030968	0.960671510335	0.991473681594	4775444.0	4627085.0
berserk_euclid_1	strain	1220_AX	0.29883544445	0.741483265529	10539128.0	4247520.0
berserk_euclid_1	strain	1053040	0.994518010888	0.985710217161	7078635.0	7141886.0
berserk_euclid_1	strain	1052953	0.364041300134	0.929274148962	10623888.0	4161887.0
berserk_euclid_1	strain	1052950	0.502654395453	0.983804146457	10623888.0	5428056.0
berserk_euclid_1	strain	Sample23_512	0.00115440155653	1.0	5741503.0	6628.0
berserk_euclid_1	strain	1030740	0.980837918703	0.997225988035	3311801.0	3257376.0
berserk_euclid_1	strain	1053049	0.706882802329	0.967343965122	9031118.0	6599454.0
berserk_euclid_1	strain	1036680	1.0	0.965526075816	4318886.0	4473091.0
berserk_euclid_1	strain	1036683	0.755287110292	0.988378470947	6327133.0	4834992.0
berserk_euclid_1	strain	Sample23_513	0.00254721110772	1.0	2599706.0	6622.0
berserk_euclid_1	strain	Sample23_257	0.000692931883528	1.0	15620583.0	10824.0
berserk_euclid_1	strain	1139_CJ	0.321800342495	0.727845479776	10539128.0	4659636.0
berserk_euclid_1	strain	evo_1035921.008	0.193611207717	0.985426264306	15374549.0	3020708.0
berserk_euclid_1	strain	1139_CO	0.171308178801	0.991168393882	33260461.0	5748558.0
berserk_euclid_1	strain	evo_1035921.007	0.200708586639	0.991061254431	15374549.0	3113636.0
berserk_euclid_1	strain	1139_CF	0.181366006923	0.993948470303	33260461.0	6069044.0
berserk_euclid_1	strain	1036803	1.0	0.984804050291	5085406.0	5163876.0
berserk_euclid_1	strain	1139_T	0.344929128087	0.96040557273	15369911.0	5520095.0
berserk_euclid_1	strain	Sample22_625	0.00202488926387	1.0	4029850.0	8160.0
berserk_euclid_1	strain	1036800	0.990335719387	0.957759350866	3989433.0	4125126.0
berserk_euclid_1	strain	1139_Y	0.246803680498	0.985663038823	28553857.0	7149702.0
berserk_euclid_1	strain	Sample22_2	0.0120548098868	1.0	15369052.0	185271.0
berserk_euclid_1	strain	1036731	0.965832514518	0.964594449521	2469014.0	2472183.0
berserk_euclid_1	strain	1286_G	0.337984629137	0.994385692125	9755991.0	3315992.0
berserk_euclid_1	strain	1053031	0.250820445951	0.994751947066	15071072.0	3800076.0
berserk_euclid_1	strain	1053037	0.667741479211	0.986508047073	4029850.0	2727700.0
berserk_euclid_1	strain	1286_Y	0.495772047455	0.990939611289	7680195.0	3842440.0
berserk_euclid_1	strain	1052941	0.981163135864	0.952036589311	5315269.0	5477884.0
berserk_euclid_1	strain	1285_AD	0.817566995663	0.9808304794	6864213.0	5721635.0
berserk_euclid_1	strain	1030737	0.996120430788	0.991500922637	3643188.0	3660162.0
berserk_euclid_1	strain	1287_N	0.318654217062	0.984735514632	13863573.0	4486165.0
berserk_euclid_1	strain	Sample19_25	0.00334060942731	1.0	15369052.0	51342.0
berserk_euclid_1	strain	1139_B	0.316151399066	0.947137359712	13863573.0	4627616.0
berserk_euclid_1	strain	1285_BV	0.321182026536	0.998357602467	9137426.0	2939605.0
berserk_euclid_1	strain	Sample22_110	0.00831926857358	1.0	3395010.0	28244.0
berserk_euclid_1	strain	1287_W	0.124598002415	0.98493315163	33260461.0	4207582.0
berserk_euclid_1	strain	Sample9_16	0.00425070422771	0.979870631396	4775444.0	20716.0
berserk_euclid_1	strain	1036695	1.0	0.980431759681	3323697.0	3390034.0
berserk_euclid_1	strain	1220_A	1.0	0.995344945198	3849192.0	3867194.0
berserk_euclid_1	strain	1049032	0.609268553983	0.955146340049	7054779.0	4500101.0
berserk_euclid_1	strain	1048939	0.64571849451	0.991523217411	4541510.0	2957608.0
berserk_euclid_1	strain	1049035	0.98635037988	0.991369749559	3171004.0	3154949.0
berserk_euclid_1	strain	evo_1030728.001	0.155718648099	0.990745581952	15369052.0	2415603.0
berserk_euclid_1	strain	Sample22_762	0.00260165366223	1.0	2611416.0	6794.0
berserk_euclid_1	strain	Sample18_6	0.0164302903379	1.0	3395010.0	55781.0
berserk_euclid_1	strain	evo_1030728.009	0.159737048193	0.992508301874	15369052.0	2473538.0
berserk_euclid_1	strain	1052992	0.42039269597	0.949080761152	15620583.0	6919094.0
berserk_euclid_1	strain	Sample19_31	0.0110081020385	1.0	4029850.0	44361.0
berserk_euclid_1	strain	Sample19_34	0.010845068675	1.0	4029850.0	43704.0
berserk_euclid_1	strain	Sample19_38	0.0050649354147	0.967979628325	7054779.0	36914.0
berserk_euclid_1	strain	Sample15_49	0.00533222048397	1.0	2432195.0	12969.0
berserk_euclid_1	strain	1035981	0.956909200389	0.982675278639	2099172.0	2044131.0
berserk_hypatia_1	strain	1030728	0.20053956316	0.472448463132	6069725.0	2576408.0
berserk_hypatia_1	strain	1220_E	1.0	0.986274417449	7182288.0	7282241.0
berserk_hypatia_1	strain	1053022	0.228527576185	0.967331273148	15594525.0	3684135.0
berserk_hypatia_1	strain	1053025	0.237431406215	0.984131911839	15594525.0	3762331.0
berserk_hypatia_1	strain	Sample19_54	0	0	0	29620.0
berserk_hypatia_1	strain	1053028	0.238221619447	0.986544845205	15594525.0	3765620.0
berserk_hypatia_1	strain	Sample9_165	0	0	0	6999.0
berserk_hypatia_1	strain	1220_CF	0.328106467592	0.761451843649	10721084.0	4619671.0
berserk_hypatia_1	strain	Sample6_355	0	0	0	12012.0
berserk_hypatia_1	strain	Sample23_370	0	0	0	8513.0
berserk_hypatia_1	strain	1030905	1.0	0.997379121794	3103778.0	3111934.0
berserk_hypatia_1	strain	1285_BD	0.943674563846	0.837547201602	2955148.0	3329601.0
berserk_hypatia_1	strain	Sample22_16	0	0	0	68543.0
berserk_hypatia_1	strain	Sample22_11	0	0	0	81125.0
berserk_hypatia_1	strain	Sample24_63	0	0	0	18984.0
berserk_hypatia_1	strain	Sample23_378	0	0	0	8398.0
berserk_hypatia_1	strain	Sample22_561	0	0	0	8754.0
berserk_hypatia_1	strain	Sample6_203	0	0	0	16656.0
berserk_hypatia_1	strain	1220_X	0.883360262178	0.955108141259	3933205.0	3637742.0
berserk_hypatia_1	strain	Sample18_60	0	0	0	19703.0
berserk_hypatia_1	strain	Sample24_68	0	0	0	17496.0
berserk_hypatia_1	strain	Sample18_62	0	0	0	19313.0
berserk_hypatia_1	strain	Sample6_199	0	0	0	16772.0
berserk_hypatia_1	strain	1139_AW	0.364029455537	0.80353736062	12345251.0	5592814.0
berserk_hypatia_1	strain	Sample22_112	0	0	0	28135.0
berserk_hypatia_1	strain	Sample15_108	0	0	0	6261.0
berserk_hypatia_1	strain	evo_1030728.011	0.0681582259614	0.518244854118	19084681.0	2509968.0
berserk_hypatia_1	strain	Sample15_104	0	0	0	6456.0
berserk_hypatia_1	strain	Sample22_94	0	0	0	30920.0
berserk_hypatia_1	strain	Sample6_192	0	0	0	17003.0
berserk_hypatia_1	strain	Sample15_107	0	0	0	6335.0
berserk_hypatia_1	strain	Sample15_75	0	0	0	7926.0
berserk_hypatia_1	strain	evo_1035921.028	0.122423267122	0.742157961125	19084681.0	3148129.0
berserk_hypatia_1	strain	Sample23_25	0	0	0	29191.0
berserk_hypatia_1	strain	Sample15_103	0	0	0	6462.0
berserk_hypatia_1	strain	Sample16_245	0	0	0	7550.0
berserk_hypatia_1	strain	Sample18_262	0.000439109506464	0.5737452817	9346188.0	7153.0
berserk_hypatia_1	strain	1139_AF	0.0442184631618	0.265509142397	27093886.0	4512274.0
berserk_hypatia_1	strain	Sample18_264	0.00295674331489	1.0	2427671.0	7178.0
berserk_hypatia_1	strain	1049083	0.976497804019	0.827658062	4222031.0	4981289.0
berserk_hypatia_1	strain	Sample18_267	0	0	0	7182.0
berserk_hypatia_1	strain	Sample16_154	0	0	0	11666.0
berserk_hypatia_1	strain	Sample23_142	0	0	0	15334.0
berserk_hypatia_1	strain	Sample22_218	0	0	0	19434.0
berserk_hypatia_1	strain	Sample23_147	0	0	0	15204.0
berserk_hypatia_1	strain	Sample23_145	0	0	0	15252.0
berserk_hypatia_1	strain	Sample19_29	0	0	0	45234.0
berserk_hypatia_1	strain	Sample9_193	0	0	0	6153.0
berserk_hypatia_1	strain	Sample9_192	0	0	0	6162.0
berserk_hypatia_1	strain	1285_CK	0.254728084934	0.989080366446	13438369.0	3460922.0
berserk_hypatia_1	strain	1220_BD	0.223098081981	0.830438487234	27093886.0	7278798.0
berserk_hypatia_1	strain	1220_BB	0.124676687416	0.279561605758	12345251.0	5505638.0
berserk_hypatia_1	strain	Sample23_283	0	0	0	10061.0
berserk_hypatia_1	strain	1048945	0.917333374507	0.789717289144	6217491.0	7222220.0
berserk_hypatia_1	strain	Sample6_323	0	0	0	13188.0
berserk_hypatia_1	strain	1048942	0.436113113267	0.479381215297	7902592.0	7189318.0
berserk_hypatia_1	strain	1285_CG	1.0	0.827494150281	3089106.0	3733085.0
berserk_hypatia_1	strain	1285_CF	0.995410482677	0.997463096576	3933747.0	3925652.0
berserk_hypatia_1	strain	Sample16_69	0	0	0	27000.0
berserk_hypatia_1	strain	Sample18_77	0	0	0	16935.0
berserk_hypatia_1	strain	Sample20_90	0	0	0	9673.0
berserk_hypatia_1	strain	Sample6_235	0	0	0	15720.0
berserk_hypatia_1	strain	Sample19_309	0	0	0	7241.0
berserk_hypatia_1	strain	1285_AC	0.2530138144	0.982139132957	13438369.0	3461926.0
berserk_hypatia_1	strain	Sample16_65	0	0	0	27478.0
berserk_hypatia_1	strain	Sample22_87	0	0	0	31593.0
berserk_hypatia_1	strain	Sample24_66	0	0	0	17790.0
berserk_hypatia_1	strain	evo_1035921.030	0.143491997587	0.878451294774	19084681.0	3117417.0
berserk_hypatia_1	strain	1286_BV	0.767818748976	0.93144671618	5292417.0	4362694.0
berserk_hypatia_1	strain	1286_BU	0.324890900157	0.998400034874	9023386.0	2936314.0
berserk_hypatia_1	strain	Sample9_66	0	0	0	12444.0
berserk_hypatia_1	strain	1286_AF	1.0	0.999077083895	4775005.0	4779416.0
berserk_hypatia_1	strain	1049011	0.958794514439	0.899002206514	3606049.0	3845886.0
berserk_hypatia_1	strain	Sample22_17	0	0	0	65338.0
berserk_hypatia_1	strain	1139_BF	0.17214420471	0.966649578235	35522224.0	6325917.0
berserk_hypatia_1	strain	1052959	0.496848251382	0.810108619872	4097408.0	2512984.0
berserk_hypatia_1	strain	1052974	0.609621247654	0.887700471663	5306713.0	3644343.0
berserk_hypatia_1	strain	1052977	0.279267153766	0.513860162045	6625892.0	3600968.0
berserk_hypatia_1	strain	Sample23_175	0	0	0	13730.0
berserk_hypatia_1	strain	1035969	1.0	0.974992620023	3517515.0	3607735.0
berserk_hypatia_1	strain	1286_BD	0.334649321219	0.997187096706	9023386.0	3028188.0
berserk_hypatia_1	strain	Sample6_680	0	0	0	7819.0
berserk_hypatia_1	strain	1035939	1.0	0.99869376143	1597924.0	1600014.0
berserk_hypatia_1	strain	evo_1286_G.034	0.33452991792	0.939611083546	9125417.0	3248924.0
berserk_hypatia_1	strain	1220_AO	0.294915389786	0.314929446143	7902592.0	7400375.0
berserk_hypatia_1	strain	1285_BF	0.1808986448	0.996703990085	22956612.0	4166553.0
berserk_hypatia_1	strain	1035906	0.966923504795	0.734184904346	1936239.0	2550032.0
berserk_hypatia_1	strain	1030881	1.0	1.0	3301850.0	3301850.0
berserk_hypatia_1	strain	1053004	0.519174192953	0.976875444875	4940573.0	2625737.0
berserk_hypatia_1	strain	1036566	1.0	0.957387955325	2822912.0	2948556.0
berserk_hypatia_1	strain	1030806	1.0	0.971300191486	3966654.0	4083860.0
berserk_hypatia_1	strain	1030800	0.386830977532	0.176066374715	193211.0	424499.0
berserk_hypatia_1	strain	evo_1030728.038	0.143886170612	0.709509240035	12114903.0	2456863.0
berserk_hypatia_1	strain	1285_BO	0.265427151167	0.998763763457	13438369.0	3571323.0
berserk_hypatia_1	strain	1285_AK	0.204725901272	0.528644161865	12012989.0	4652222.0
berserk_hypatia_1	strain	evo_1030728.035	0.176472316782	0.87032974459	12114903.0	2456477.0
berserk_hypatia_1	strain	1220_AR	0.498395452473	0.866450604432	7807497.0	4490990.0
berserk_hypatia_1	strain	Sample15_91	0.00143306074011	0.511768167108	2427671.0	6798.0
berserk_hypatia_1	strain	evo_1139_Y.018	0.249836291479	0.928288739187	27093886.0	7291951.0
berserk_hypatia_1	strain	1048885	0.998331903944	0.998511114896	12274473.0	12272270.0
berserk_hypatia_1	strain	1036011	0.206969139554	0.171904919785	613763.0	738955.0
berserk_hypatia_1	strain	Sample24_88	0	0	0	15839.0
berserk_hypatia_1	strain	1030716	0.333614313802	0.410051486189	2283670.0	1857974.0
berserk_hypatia_1	strain	1286_AO	0.444328977276	0.81524789487	7168945.0	3907241.0
berserk_hypatia_1	strain	1052965	0.502950645872	0.871481480542	4097408.0	2364702.0
berserk_hypatia_1	strain	Sample15_13	0	0	0	35178.0
berserk_hypatia_1	strain	Sample20_16	0	0	0	28254.0
berserk_hypatia_1	strain	1052968	0.486493837175	0.902599934842	7169764.0	3864443.0
berserk_hypatia_1	strain	Sample23_4	0	0	0	36461.0
berserk_hypatia_1	strain	Sample20_11	0	0	0	35005.0
berserk_hypatia_1	strain	1030776	0.0189859605199	0.13699030477	19084681.0	2645012.0
berserk_hypatia_1	strain	Sample22_210	0	0	0	19704.0
berserk_hypatia_1	strain	evo_1139_Y.035	0.246197241695	0.932561385614	27093886.0	7152816.0
berserk_hypatia_1	strain	1287_BN	1.0	0.999413862879	4750368.0	4753154.0
berserk_hypatia_1	strain	1287_BO	1.0	0.982774599643	5326486.0	5419845.0
berserk_hypatia_1	strain	1030896	1.0	0.973730084226	2907448.0	2985887.0
berserk_hypatia_1	strain	Sample22_66	0	0	0	35680.0
berserk_hypatia_1	strain	1287_BC	0.420384079018	0.769411575073	16850543.0	9206646.0
berserk_hypatia_1	strain	1287_BD	0.501604547527	0.911993475841	7807497.0	4294193.0
berserk_hypatia_1	strain	Sample22_61	0	0	0	36436.0
berserk_hypatia_1	strain	1048966	0.509308395646	0.995962279332	7169764.0	3666425.0
berserk_hypatia_1	strain	1030812	0.50704193443	0.332033985354	2427671.0	3707244.0
berserk_hypatia_1	strain	1036557	0.0772668175717	0.270610144816	12114903.0	3459146.0
berserk_hypatia_1	strain	1035993	1.0	0.995884803181	2776728.0	2788202.0
berserk_hypatia_1	strain	Sample18_112	0	0	0	14277.0
berserk_hypatia_1	strain	Sample18_113	0.00334175660956	1.0	4222031.0	14109.0
berserk_hypatia_1	strain	Sample9_19	0	0	0	20128.0
berserk_hypatia_1	strain	Sample22_570	0	0	0	8899.0
berserk_hypatia_1	strain	1030782	0.963720929482	0.996654773269	2478757.0	2396848.0
berserk_hypatia_1	strain	Sample6_55	0	0	0	30382.0
berserk_hypatia_1	strain	1052998	0.479918220012	0.944188615441	4940573.0	2511226.0
berserk_hypatia_1	strain	1052995	0.48544532295	0.569223779126	8039031.0	6855845.0
berserk_hypatia_1	strain	Sample15_73	0	0	0	8195.0
berserk_hypatia_1	strain	Sample23_22	0	0	0	29517.0
berserk_hypatia_1	strain	1036629	0.983464611389	0.992944856598	2479470.0	2455797.0
berserk_hypatia_1	strain	1035921	0.143449397975	0.973922008288	19084681.0	2810991.0
berserk_hypatia_1	strain	Sample24_109	0	0	0	14122.0
berserk_hypatia_1	strain	1048870	0.638626323557	0.719164904488	12012989.0	10667666.0
berserk_hypatia_1	strain	Sample9_7	0	0	0	26683.0
berserk_hypatia_1	strain	Sample15_102	0.000310580489169	0.589043258604	12012989.0	6334.0
berserk_hypatia_1	strain	1053034	0.224757292353	0.378523392522	4270055.0	2535447.0
berserk_hypatia_1	strain	1036782	0.543644853387	0.993263478151	5366257.0	2937124.0
berserk_hypatia_1	strain	1036785	1.0	1.0	4980999.0	4980999.0
berserk_hypatia_1	strain	1021_AS	0.156259247732	0.995564805707	35522224.0	5575404.0
berserk_hypatia_1	strain	1021_AQ	0.155936660948	0.975060963127	35522224.0	5680893.0
berserk_hypatia_1	strain	1021_AP	0.998853630426	0.994768008802	6649688.0	6676999.0
berserk_hypatia_1	strain	1035951	1.0	0.983424331339	2688986.0	2734309.0
berserk_hypatia_1	strain	Sample22_214	0	0	0	19460.0
berserk_hypatia_1	strain	1036614	1.0	0.9470422882	2353956.0	2485587.0
berserk_hypatia_1	strain	1030869	1.0	1.0	1534116.0	1534116.0
berserk_hypatia_1	strain	Sample23_148	0	0	0	15198.0
berserk_hypatia_1	strain	1036716	1.0	0.96290526481	2528024.0	2625413.0
berserk_hypatia_1	strain	1139_AA	0.182390698552	0.482187723241	10721084.0	4055321.0
berserk_hypatia_1	strain	Sample19_61	0	0	0	26456.0
berserk_hypatia_1	strain	Sample15_101	0	0	0	6486.0
berserk_hypatia_1	strain	Sample22_114	0	0	0	28011.0
berserk_hypatia_1	strain	Sample18_349	0	0	0	5977.0
berserk_hypatia_1	strain	1036635	1.0	0.986783380783	3225188.0	3268385.0
berserk_hypatia_1	strain	Sample18_199	0	0	0	8245.0
berserk_hypatia_1	strain	1048861	1.0	0.993618017907	9679162.0	9741331.0
berserk_hypatia_1	strain	Sample6_617	0	0	0	8176.0
berserk_hypatia_1	strain	Sample24_59	0	0	0	19926.0
berserk_hypatia_1	strain	1139_AL	0.620595968449	0.140939204916	1095360.0	4823186.0
berserk_hypatia_1	strain	1053055	1.0	0.962894809304	4839725.0	5026224.0
berserk_hypatia_1	strain	Sample22_193	0	0	0	20403.0
berserk_hypatia_1	strain	Sample24_51	0	0	0	22140.0
berserk_hypatia_1	strain	Sample9_158	0	0	0	7271.0
berserk_hypatia_1	strain	Sample23_75	0	0	0	19966.0
berserk_hypatia_1	strain	Sample6_74	0	0	0	27074.0
berserk_hypatia_1	strain	Sample22_100	0	0	0	29717.0
berserk_hypatia_1	strain	Sample20_114	0	0	0	7392.0
berserk_hypatia_1	strain	1021_P	0.180318158446	0.941178904739	22956612.0	4398201.0
berserk_hypatia_1	strain	1036701	1.0	0.989389010347	2208901.0	2232591.0
berserk_hypatia_1	strain	1036704	0.674938815185	0.986927827452	6069725.0	4150955.0
berserk_hypatia_1	strain	Sample22_823	0.000857491820604	0.446678753915	3160380.0	6067.0
berserk_hypatia_1	strain	Sample15_24	0	0	0	20607.0
berserk_hypatia_1	strain	1021_C	0.534362720537	0.976458530588	16850543.0	9221387.0
berserk_hypatia_1	strain	1048978	0.605283943445	0.633148692436	3772864.0	3606821.0
berserk_hypatia_1	strain	evo_1286_G.010	0.323715288847	0.940833343684	9125417.0	3139809.0
berserk_hypatia_1	strain	1030968	1.0	0.99193250178	4589756.0	4627085.0
berserk_hypatia_1	strain	1220_AX	0.18434710662	0.996342571665	22956612.0	4247520.0
berserk_hypatia_1	strain	1053040	1.0	0.983105723054	7021229.0	7141886.0
berserk_hypatia_1	strain	1052953	0.354331519974	0.795708533173	9346188.0	4161887.0
berserk_hypatia_1	strain	1052950	0.541957640912	0.933158758863	9346188.0	5428056.0
berserk_hypatia_1	strain	Sample23_512	0	0	0	6628.0
berserk_hypatia_1	strain	1030740	1.0	0.974814083483	3175336.0	3257376.0
berserk_hypatia_1	strain	1053049	0.164977741489	0.573885354758	22956612.0	6599454.0
berserk_hypatia_1	strain	1036680	1.0	0.880516627093	3938631.0	4473091.0
berserk_hypatia_1	strain	1036683	0.992542606272	0.989887883992	4822060.0	4834992.0
berserk_hypatia_1	strain	Sample23_513	0	0	0	6622.0
berserk_hypatia_1	strain	Sample23_257	0	0	0	10824.0
berserk_hypatia_1	strain	1139_CJ	0.202081735754	0.995595364101	22956612.0	4659636.0
berserk_hypatia_1	strain	evo_1035921.008	0.149874918004	0.946902183197	19084681.0	3020708.0
berserk_hypatia_1	strain	1139_CO	0.146580546308	0.905769238129	35522224.0	5748558.0
berserk_hypatia_1	strain	evo_1035921.007	0.159437980651	0.97725713603	19084681.0	3113636.0
berserk_hypatia_1	strain	1139_CF	0.165640276352	0.96949552516	35522224.0	6069044.0
berserk_hypatia_1	strain	1036803	0.989357263482	0.957425584968	4997211.0	5163876.0
berserk_hypatia_1	strain	1139_T	0.400500969968	0.895688389421	12345251.0	5520095.0
berserk_hypatia_1	strain	Sample22_625	0	0	0	8160.0
berserk_hypatia_1	strain	1036800	0.997568197357	0.935565846958	3868735.0	4125126.0
berserk_hypatia_1	strain	1139_Y	0.179588118146	0.680551441165	27093886.0	7149702.0
berserk_hypatia_1	strain	Sample22_2	0	0	0	185271.0
berserk_hypatia_1	strain	1036731	0.456355146613	0.990589693401	5366257.0	2472183.0
berserk_hypatia_1	strain	1286_G	0.341754793233	0.940489301542	9125417.0	3315992.0
berserk_hypatia_1	strain	1053031	0.241806403209	0.992310680102	15594525.0	3800076.0
berserk_hypatia_1	strain	1053037	0.580266998903	0.90837408806	4270055.0	2727700.0
berserk_hypatia_1	strain	1286_Y	0.527646536555	0.984444519628	7168945.0	3842440.0
berserk_hypatia_1	strain	1052941	1.0	0.94624055566	5183396.0	5477884.0
berserk_hypatia_1	strain	1285_AD	1.0	0.981225296615	5614213.0	5721635.0
berserk_hypatia_1	strain	1030737	1.0	0.978257519749	3580581.0	3660162.0
berserk_hypatia_1	strain	1287_N	0.473635976532	0.88936474695	8423847.0	4486165.0
berserk_hypatia_1	strain	Sample19_25	0	0	0	51342.0
berserk_hypatia_1	strain	1139_B	0.526334108395	0.958108451522	8423847.0	4627616.0
berserk_hypatia_1	strain	1285_BV	0.31223955176	0.95844781867	9023386.0	2939605.0
berserk_hypatia_1	strain	Sample22_110	0	0	0	28244.0
berserk_hypatia_1	strain	1287_W	0.117583065745	0.99268701121	35522224.0	4207582.0
berserk_hypatia_1	strain	Sample9_16	0	0	0	20716.0
berserk_hypatia_1	strain	1036695	0.979028691034	0.975207918269	3376804.0	3390034.0
berserk_hypatia_1	strain	1220_A	0.982932521423	0.998267736245	3927528.0	3867194.0
berserk_hypatia_1	strain	1049032	0.673204754922	0.991218197103	6625892.0	4500101.0
berserk_hypatia_1	strain	1048939	0.944719750283	0.995161630615	3115525.0	2957608.0
berserk_hypatia_1	strain	1049035	1.0	0.978218348379	3086229.0	3154949.0
berserk_hypatia_1	strain	evo_1030728.001	0.183312239479	0.919360507501	12114903.0	2415603.0
berserk_hypatia_1	strain	Sample22_762	0	0	0	6794.0
berserk_hypatia_1	strain	Sample18_6	0	0	0	55781.0
berserk_hypatia_1	strain	evo_1030728.009	0.201642968169	0.987607629234	12114903.0	2473538.0
berserk_hypatia_1	strain	1052992	0.389081967715	0.452059474839	8039031.0	6919094.0
berserk_hypatia_1	strain	Sample19_31	0	0	0	44361.0
berserk_hypatia_1	strain	Sample19_34	0	0	0	43704.0
berserk_hypatia_1	strain	Sample19_38	0	0	0	36914.0
berserk_hypatia_1	strain	Sample15_49	0	0	0	12969.0
berserk_hypatia_1	strain	1035981	1.0	0.994348698787	2032579.0	2044131.0
compassionate_bardeen_1	strain	1030728	0.165067272516	0.902543385985	14087105.0	2576408.0
compassionate_bardeen_1	strain	1220_E	1.0	0.999048919145	7275315.0	7282241.0
compassionate_bardeen_1	strain	1053022	0.245275963804	0.991205805433	14888275.0	3684135.0
